"","...1","freq","neg","global_id","model","prompt_method","A_clean","Q","R"
"117",383,"usually","yes",383,"mixtral","few_shot",95,"1","People generally lock their cars as a matter of habit and security. The fact that Helen mentioned this to Peter might indicate that she doesn't always mention such everyday actions, so there is still a small chance she occasionally forgets or decides not to lock it (5%). However, overall it seems like Helen usually locks her car when parking it."
"118",384,"normally","yes",384,"mixtral","few_shot",95,"1","Although Helen mentioned parking her car, she didn't mention locking it. The fact that this is noteworthy to Peter suggests that Helen normally locks her car consistently. Therefore, I assume she forgets only occasionally (5%)."
"119",384,"occasionally","yes",384,"mixtral","few_shot",95,"1","Although Helen mentioned parking her car, she didn't mention locking it. The fact that this is noteworthy to Peter suggests that Helen normally locks her car consistently. Therefore, I assume she forgets only occasionally (5%)."
"120",385,"frequently",NA,385,"mixtral","few_shot",90,"1","People typically have their favorite pizza toppings and order them frequently. The fact that Gary mentioned he picked the toppings suggests that it's something he does regularly since it was worth mentioning in a conversation with Stephanie. Therefore, I assume Gary picks his toppings 90% of the time when ordering pizza."
"121",385,"typically",NA,385,"mixtral","few_shot",90,"1","People typically have their favorite pizza toppings and order them frequently. The fact that Gary mentioned he picked the toppings suggests that it's something he does regularly since it was worth mentioning in a conversation with Stephanie. Therefore, I assume Gary picks his toppings 90% of the time when ordering pizza."
"122",386,"frequently","yes",386,"mixtral","few_shot",80,"1","Although it's not explicitly stated that Gary frequently chooses his own pizza toppings, people generally like having control over their food preferences. The fact that he didn't mention anything about choosing toppings today might suggest that this is something he usually does himself in most cases."
"123",386,"generally","yes",386,"mixtral","few_shot",80,"1","Although it's not explicitly stated that Gary frequently chooses his own pizza toppings, people generally like having control over their food preferences. The fact that he didn't mention anything about choosing toppings today might suggest that this is something he usually does himself in most cases."
"124",386,"usually","yes",386,"mixtral","few_shot",80,"1","Although it's not explicitly stated that Gary frequently chooses his own pizza toppings, people generally like having control over their food preferences. The fact that he didn't mention anything about choosing toppings today might suggest that this is something he usually does himself in most cases."
"125",387,"typically",NA,387,"mixtral","few_shot",30,"1","While people typically rinse dishes after washing to remove soap suds, it seems that Julia highlighted this action to Justin. This could imply that she might not always rinse the dishes thoroughly when doing them and wanted to emphasize that she did in this instance."
"126",387,"always","yes",387,"mixtral","few_shot",30,"1","While people typically rinse dishes after washing to remove soap suds, it seems that Julia highlighted this action to Justin. This could imply that she might not always rinse the dishes thoroughly when doing them and wanted to emphasize that she did in this instance."
"127",388,"typically",NA,388,"mixtral","few_shot",35,"1","Although people typically rinse dishes after washing to remove any soap residue, Justin mentioned that Julia ""polished"" the dishes. This implies she might have not rinsed them thoroughly every time and instead sometimes left a bit of shine on the dishes when drying them, which prompted her to tell Justin about it today."
"128",388,"sometimes","yes",388,"mixtral","few_shot",35,"1","Although people typically rinse dishes after washing to remove any soap residue, Justin mentioned that Julia ""polished"" the dishes. This implies she might have not rinsed them thoroughly every time and instead sometimes left a bit of shine on the dishes when drying them, which prompted her to tell Justin about it today."
